대여소 번호,보관소(대여소)명,자치구,상세주소,위도,경도,설치시기,LCD 거치대수,QR 거치대수,운영방식
817, 삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161 삼각지역 4번출구 앞,37.53345108,126.9717331,2016-07-06,9,,LCD
818, 숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100 숙명여대 입구 교차로,37.54489517,126.9693832,2016-07-06,12,,LCD
819, 선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4 선린인터넷 고등학교,37.54165268,126.9705048,2016-07-06,12,,LCD
820, 청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349 청파동입구 교차로,37.54902649,126.9719467,2016-07-06,10,,LCD
822, 이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219 이촌1동 마을공원,37.52202606,126.9661865,2016-07-06,,10,QR
823, 효창동주민센터 앞,용산구,서울특별시 용산구 효창원로 161 효창동주민센터 앞,37.54232025,126.9619598,2016-07-06,,10,QR
825, 서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279 서빙고동 주민센터 앞,37.52033615,126.9942627,2016-07-06,15,,LCD
827, 국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99 국군복지단,37.54188538,126.97966,2017-11-28,14,,LCD
828, 숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289 숙대입구역 8번,37.54407883,126.9720001,2017-11-28,7,,LCD
829, 베르가모앞,용산구,서울특별시 용산구 한강대로 23 베르가모앞,37.52293015,126.9616928,2017-11-28,40,,LCD
830, 청암자이아파트앞,용산구,서울특별시 용산구 원효로 35 청암자이아파트앞,37.53442383,126.9485703,2017-11-28,10,,LCD
831, 이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134 이태원관광특구입구,37.53427887,126.9885635,2017-11-28,10,,LCD
832, 이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24 이촌1동 주민센터 뒤,37.5212822,126.973465,2017-12-22,20,,LCD
834, 효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287 효창공원앞역 3번출구 뒤,37.53900909,126.96138,2017-12-22,15,,LCD
835, 남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18 남영역 건너편,37.54198074,126.9715424,2017-12-22,10,,LCD
836, 현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74 현대자동차서비스 앞,37.53142166,126.9514999,2017-12-22,15,,LCD
837, 한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417 한남나들목 입구,37.52906036,127.0067291,2017-12-22,10,,LCD
838, 숙대입구역 4번출구,용산구,서울특별시 용산구 한강대로 지하 306 숙대입구역 4번출구,37.5444603,126.9723892,2018-12-14,8,,LCD
839, 보광동 삼성리버빌아파트 앞,용산구,서울특별시 용산구 보광로5길 40 보광동 삼성리버빌아파트 앞,37.5240097,127.0014496,2018-12-14,10,,LCD
840, 용산 파크타워 앞,용산구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.52365112,126.9702683,2018-10-14,10,,LCD
841, 신용산역 1번 출구,용산구,서울특별시 용산구 한강대로 100 신용산역 1번 출구,37.52960968,126.9688721,2018-10-12,,30,QR
843, 녹사평역 광장,용산구,서울특별시 용산구 이태원로 134 녹사평역 광장,37.53379822,126.9886704,2018-10-07,,19,QR
844, 이촌2동 동원베네스트 아파트 앞,용산구,서울특별시 용산구 이촌로14길 7 이촌2동 동원베네스트 아파트 앞,37.5271492,126.9551621,2018-10-19,15,,LCD
845, 용산 선인상가,용산구,서울특별시 용산구 새창로 181 선인상가,37.53269958,126.9643784,2018-09-09,16,,LCD
846, 용산중학교,용산구,서울특별시 용산구 두텁바위로 74 용산중학교,37.54650116,126.9809494,2018-12-14,15,,LCD
848, 삼각지12번 출구,용산구,서울특별시 용산구 이태원로 29 전쟁기념관,37.53488922,126.9756241,2020-03-28,,10,QR
849, 삼각지 자이아파트,용산구,서울특별시 용산구 한강대로 205 용산파크자이,37.53607941,126.9734192,2020-03-30,,20,QR
850, KCC용산월츠타워,용산구,서울특별시 용산구 백범로90길 34 구두수선대,37.53739929,126.9689255,2020-03-28,,15,QR
851,효창 푸르지오 앞,용산구,서울특별시 용산구 백범로 260 효창파크 푸르지오,37.54047775,126.9581146,2020-03-28,,10,QR
852,청암자이APT(103동),용산구,서울특별시 용산구 삼개로 60 천년명가 청암자이,37.53452682,126.9471817,2020-03-28,,30,QR
853,용산역 맞은편,용산구,서울특별시 용산구 한강로2가 409-2,37.52856827,126.9656906,2020-04-07,,19,QR
854,HID 유족동지회 앞,용산구,서울특별시 용산구 이태원로 287 6호선 한강진역,37.53872681,127.0015488,2020-04-05,,10,QR
855,이촌역5번출구 앞,용산구,서울특별시 용산구 서빙고로 83 4호선 이촌역,37.52272415,126.9727707,2020-04-07,,10,QR
857, 현대 안성타워,용산구,서울특별시 용산구 이태원로 261-1 구두수선대,37.53502274,126.9980545,2020-04-07,,10,QR
858,녹사평역3번 출구,용산구,서울특별시 용산구 용산동4가 10-4,37.53440857,126.9868927,2020-04-07,,10,QR
859,남산공원 야외식물원 앞,용산구,서울특별시 용산구 이태원동 259-16,37.54188538,126.9958649,2020-04-05,,10,QR
860,LG한강 자이아파트 앞,용산구,서울특별시 용산구 이촌동 429,37.52074814,126.9708252,2020-04-07,,22,QR
863,이촌역2번 출구,용산구,서울특별시 용산구 용산동5가 17,37.52177048,126.977005,2020-04-07,,10,QR
864,순천향대학병원(한남오거리),용산구,서울특별시 용산구 한남동 704-11,37.53514099,127.0060043,2020-04-05,,10,QR
865,하얏트호텔 앞,용산구,서울특별시 용산구 한남동 산10-138,37.54079437,126.9978485,2020-04-05,,10,QR
866,브라운스톤 남산아파트,용산구,서울특별시 용산구 후암로 65 브라운스톤 남산아파트,37.551548,126.9768601,2020-03-30,,10,QR
867,서빙고역 광장(1번출구),용산구,서울특별시 용산구 서빙고동 241-37,37.51990891,126.9892349,2020-04-07,,10,QR
869,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.51729584,126.9591446,2020-04-03,,10,QR
870,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.51731873,126.9582977,2020-04-03,,10,QR
4602, 숙명여대앞 버스정류소 주변,용산구,서울특별시 용산구 청파로47길 99,37.54498672,126.9643021,2020-10-29,,10,QR
4603, 한강GS에클라트 건너편 교통섬,용산구,서울특별시 용산구 원효로4가 113-54,37.53200531,126.9555588,2021-06-25,,10,QR
4604, 원효로다목적체육관 앞,용산구,서울특별시 용산구 원효로3가 54-14,37.5332222,126.9572372,2020-10-30,,15,QR
4605," 노들섬 다목적홀(동쪽) 숲, 앞",용산구,서울특별시 용산구 이촌동 303-15,37.51758957,126.9592209,2020-10-30,,10,QR
4607, 국립중앙박물관 -용산가족공원 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52087784,126.9797134,2020-10-29,,10,QR
4608, 국립중앙박물관 정문 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52145767,126.9776764,2020-10-30,,10,QR
4609, 파크타워 104동 앞,용산구,서울특별시 용산구 서빙고로 69 파크타워아파트,37.52330017,126.9720612,2020-10-30,,10,QR
4610, 한남나인원 105동 앞,용산구,서울특별시 용산구 한남대로 91,37.53591919,127.0054169,2020-10-29,,10,QR
4611, 국제루터교회 앞,용산구,서울특별시 용산구 한남대로 148,37.54143906,127.0037613,2020-10-29,,10,QR
4612, 한남 준 JFSS 앞,용산구,서울특별시 용산구 이태원로 255,37.53749847,127.0008469,2020-10-29,,8,QR
4613, 서울갤러리아 앞,용산구,서울특별시 용산구 이태원로 239,37.53599548,126.9994888,2020-10-29,,7,QR
4615, 크라운호텔앞 버스정류소,용산구,서울특별시 용산구 녹사평대로 140,37.53030014,126.9913788,2020-10-29,,7,QR
4616, 신용산지하차도 앞,용산구,서울특별시 용산구 한강로3가 6,37.53248215,126.964119,2020-10-30,,15,QR
4617, 동원베네스트 건너편,용산구,서울특별시 용산구 한강로3가 37-2,37.52761078,126.9551163,2020-10-30,,6,QR
4618, 풍전아파트 건너편,용산구,서울특별시 용산구 원효로4가 114-38,37.53237915,126.9525299,2020-10-30,,10,QR
4619, 한강트럼프월드3차 앞,용산구,서울특별시 용산구 한강대로 26,37.52301788,126.96241,2020-10-30,,10,QR
4620, 삼각지역 14번 출구 앞(교통섬),용산구,서울특별시 용산구 이태원로 6,37.53528595,126.974083,2020-10-29,,8,QR
4621, 남산도서관 앞,용산구,서울특별시 용산구 소월로 109 남산도서관,37.55240631,126.9820175,2022-03-04,,12,QR
4622, 한강중학교 앞 버스정류장,용산구,서울특별시 용산구 녹사평대로73,37.5251503,126.9920883,2020-10-29,,6,QR
4623, 라인프랜즈이태원점 앞,용산구,서울특별시 용산구 이태원로 177 6호선 이태원역,37.53453064,126.9961929,2020-10-29,,10,QR
4625, 용산공원갤러리앞,용산구,서울특별시 용산구 한강로1가 1-1,37.5393219,126.9731903,2020-11-03,,8,QR
4627, 효창공원앞역 5번출구 옆,용산구,서울특별시 용산구 용문동 5-47,37.53851318,126.9635544,2020-10-29,,7,QR
4629, 한강초교보도육교 앞,용산구,서울특별시 용산구 한강대로 52-1,37.52544022,126.9645996,2020-10-30,,8,QR
4632, 용산 푸르지오 파크타운 1단지 앞,용산구,서울특별시 용산구 용산구 동빙고동 315,37.52529526,126.9958344,2021-07-14,,6,QR
4633, 센트럴파크타워 앞,용산구,서울특별시 용산구 한강로2가 220-4,37.52703476,126.9661789,2021-08-18,,8,QR
4634, 이태원역 3번 출구,용산구,서울특별시 용산구 이태원로 186 국민은행,37.53440094,126.9946671,2022-03-16,,5,QR
4636, 용산구꿈나무종합타운 앞,용산구,서울특별시 용산구 원효로2가 1-73,37.53786087,126.9656525,2022-06-08,,8,QR
4637, 용산시티파크 101동 앞,용산구,서울특별시 용산구 한강로3가 64,37.52468109,126.9681931,2022-06-09,,10,QR
4638, 청파동삼거리 앞,용산구,서울특별시 용산구 청파로 312,37.54733658,126.9703827,2022-06-09,,10,QR
4639, 동빙고근린공원,용산구,서울특별시 용산구 용산동6가 69-170,37.51794052,126.9837036,2022-06-09,,10,QR
4640, 원효로2가 교차로,용산구,서울특별시 용산구 원효로53길 4,37.53577805,126.9622116,2022-09-07,,8,QR
4641, 아메리칸센터,용산구,서울특별시 용산구 이태원로 59,37.54039001,126.9734955,2022-09-14,,10,QR
4642, 용산더프라임아파트 101동 앞,용산구,서울특별시 용산구 문배동 44,37.53930283,126.9705048,2022-10-17,,10,QR
3511, 응봉역 1번출구,성동구,서울특별시 성동구 고산자로 123 응봉동 3-10,37.55125046,127.0351028,2017-11-01,10,,LCD
3513, 상왕십리역 1번출구,성동구,서울특별시 성동구 하왕십리동 860-1 상왕십리역 1번출구,37.56460953,127.0291977,2017-11-01,15,,LCD
3514, 왕십리교회옆,성동구,서울특별시 성동구 상왕십리동 350-1 왕십리교회옆,37.56626129,127.0236969,2017-11-01,10,,LCD
3515, 서울숲 관리사무소,성동구,서울특별시 성동구 성수동1가 678-1 서울숲 관리사무소,37.54281616,127.0420837,2017-11-01,20,,LCD
3525, 금호스포츠센터앞,성동구,서울특별시 성동구 금호로 30 독서당 인문아카데미센터,37.54608917,127.0250702,2018-10-24,15,,LCD
3527, 왕십리 자이아파트,성동구,서울특별시 성동구 난계로 100 왕십리 자이아파트 103동 인근,37.56179047,127.0243912,2018-10-24,5,,LCD
3530, 왕십리자이아파트 후문(삼거리),성동구,서울특별시 성동구 무학봉길 35 왕십리자이아파트 후문(삼거리),37.56014633,127.0263596,2018-10-24,10,,LCD
3531, 논골사거리(금호도서관 입구),성동구,서울특별시 성동구 난계로 20 논골사거리(금호도서관 입구),37.55477905,127.0248413,2018-10-24,10,,LCD
3532, 왕십리KCC스위첸아파트,성동구,서울특별시 성동구 무학봉길 35 왕십리KCC스위첸아파트,37.56068039,127.0267792,2018-10-24,9,,LCD
3538, 서울숲 IT캐슬,성동구,서울특별시 성동구 광나루로 130 서울숲 IT캐슬,37.55089188,127.0447617,2018-10-29,9,,LCD
506, 금호 어울림 아파트 앞,성동구,서울특별시 성동구 광나루로 249 송정금호어울림 아파트 앞,37.54906082,127.0577927,2015-10-07,7,,LCD
508, 성수아카데미타워 앞,성동구,서울특별시 성동구 성수이로 118 라성아카데미타워 앞,37.54516602,127.0575104,2015-10-07,10,,LCD
509, 이마트 버스정류소 옆,성동구,서울특별시 성동구 뚝섬로 379 이마트 버스정류소 옆,37.53965378,127.0525894,2015-10-07,,25,QR
510, 서울숲 남문 버스정류소 옆,성동구,서울특별시 성동구 왕십리로11길 9 서울숲남문 버스정류소 옆,37.54122162,127.0438004,2015-10-07,,15,QR
511, 서울숲역 5번 출구 옆,성동구,서울특별시 성동구 왕십리로 지하77 서울숲역 4번 출구 옆,37.54458237,127.0446091,2015-10-07,16,,LCD
512, 뚝섬역 1번 출구 옆,성동구,서울특별시 성동구 아차산로 18 뚝섬역 1번 출구 옆,37.5485611,127.0450058,2015-10-07,,15,QR
513, 뚝섬역 5번 출구 정류소 옆,성동구,서울특별시 성동구 아차산로 18 뚝섬역 5번 출구 정류소 옆,37.54630661,127.0498047,2015-10-07,,13,QR
514, 성수사거리 버스정류장 앞,성동구,서울특별시 성동구 아차산로 171 성수사거리 버스정류장 앞,37.54257965,127.0633087,2015-10-07,,12,QR
518, 청계천 박물관 앞,성동구,서울특별시 성동구 마장동 610 청계천 박물관 앞,37.57152557,127.0353546,2016-06-29,,20,QR
519, 양지사거리,성동구,서울특별시 성동구 홍익동 590 양지사거리,37.56699371,127.0299149,2016-06-29,,20,QR
520, 상왕십리역 4번 출구 앞,성동구,서울특별시 성동구 하왕십리동 960-3 상왕십리역 4번 출구 앞,37.56385803,127.0303192,2016-06-29,,8,QR
521, 왕십리역 11번 출구 앞,성동구,서울특별시 성동구 행당동 188-9 왕십리역 11번 출구 앞,37.56144714,127.0349197,2016-06-29,,14,QR
522, 금호역 1번출구 앞,성동구,서울특별시 성동구 금호동3가 1575-3 금호역 1번출구 앞,37.5486412,127.0164261,2016-06-29,,9,QR
523, 옥수동성당 옆,성동구,서울특별시 성동구 옥수동 산5-148 옥수동성당 옆,37.54366302,127.014061,2016-06-29,,7,QR
524, 래미안금호하이리버 아파트 102동 옆,성동구,서울특별시 성동구 금호동2가 1220-1 래미안금호하이리버 아파트 102동 옆,37.55220032,127.0250549,2016-06-29,,10,QR
525, 한양대병원사거리,성동구,서울특별시 성동구 행당동 20-2 한양대병원사거리,37.55805206,127.0403519,2016-06-29,,20,QR
526, 용답토속공원 앞,성동구,서울특별시 성동구 용답동 224-1 용답토속공원 앞,37.56351089,127.0567246,2016-06-29,,10,QR
529, 장한평역 8번 출구 앞,성동구,서울특별시 성동구 용답동 224-3 장안평역 8번 출구 앞,37.56137085,127.0636597,2016-06-29,,8,QR
530, 청계벽산아파트 앞,성동구,서울특별시 성동구 하왕십리동 286-24 청계벽산아파트 텐즈힐아파트 정류소,37.56874847,127.0304031,2016-06-29,9,,LCD
533, 금남시장 교차로,성동구,서울특별시 성동구 금호동4가 1101 우리은행 금호동 지점 앞,37.54814911,127.0210877,2016-06-29,7,,LCD
534, 금호사거리,성동구,서울특별시 성동구 금호동2가 1205-1 금호사거리,37.54863358,127.0257263,2016-06-29,,10,QR
535, 응봉삼거리,성동구,서울특별시 성동구 응봉동 134-26 응봉삼거리,37.5539856,127.0335922,2016-06-29,,11,QR
536, 행당역 2번출구 앞,성동구,서울특별시 성동구 행당동 347-11 행당역 2번출구 앞,37.55735016,127.029213,2016-06-29,8,,LCD
537, 한양대후문역 부근,성동구,서울특별시 성동구 행당동 10 한양대후문역 부근 (양키캔들 앞),37.56035614,127.0413971,2016-06-29,10,,LCD
538, 답십리역 8번출구 앞,성동구,서울특별시 성동구 용답동 102-1 답십리역 8번출구 앞,37.56764984,127.0511551,2016-06-29,15,,LCD
