,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동
214, 베르가모앞,용산구,서울특별시 용산구 한강대로 23 베르가모앞,37.52293015,126.9616928,한강대로7길,한강로3가
215, 청암자이아파트앞,용산구,서울특별시 용산구 원효로 35 청암자이아파트앞,37.53442383,126.9485703,삼개로,원효로4가
216, 이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134 이태원관광특구입구,37.53427887,126.9885635,녹사평대로40길,이태원동
217, 이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24 이촌1동 주민센터 뒤,37.5212822,126.973465,이촌로71길,이촌동
218, 효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287 효창공원앞역 3번출구 뒤,37.53900909,126.96138,백범로,용문동
219, 남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18 남영역 건너편,37.54198074,126.9715424,한강대로77길,갈월동
220, 현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74 현대자동차서비스 앞,37.53142166,126.9514999,원효로,원효로4가
221, 한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417 한남나들목 입구,37.52906036,127.0067291,독서당로3길,한남동
222, 숙대입구역 4번출구,용산구,서울특별시 용산구 한강대로 지하 306 숙대입구역 4번출구,37.5444603,126.9723892,한강대로88길,남영동
223, 보광동 삼성리버빌아파트 앞,용산구,서울특별시 용산구 보광로5길 40 보광동 삼성리버빌아파트 앞,37.5240097,127.0014496,서빙고로91길,보광동
224, 용산 파크타워 앞,용산구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.52365112,126.9702683,서빙고로,용산동5가
225, 신용산역 1번 출구,용산구,서울특별시 용산구 한강대로 100 신용산역 1번 출구,37.52960968,126.9688721,한강대로38길,한강로2가
226, 녹사평역 광장,용산구,서울특별시 용산구 이태원로 134 녹사평역 광장,37.53379822,126.9886704,녹사평대로,이태원동
227, 이촌2동 동원베네스트 아파트 앞,용산구,서울특별시 용산구 이촌로14길 7 이촌2동 동원베네스트 아파트 앞,37.5271492,126.9551621,이촌로14길,이촌동
228, 용산 선인상가,용산구,서울특별시 용산구 새창로 181 선인상가,37.53269958,126.9643784,청파로20길,한강로2가
229, 용산중학교,용산구,서울특별시 용산구 두텁바위로 74 용산중학교,37.54650116,126.9809494,두텁바위로,후암동
230, 삼각지12번 출구,용산구,서울특별시 용산구 이태원로 29 전쟁기념관,37.53488922,126.9756241,이태원로2길,용산동1가
231, 삼각지 자이아파트,용산구,서울특별시 용산구 한강대로 205 용산파크자이,37.53607941,126.9734192,백범로99가길,한강로1가
232, KCC용산월츠타워,용산구,서울특별시 용산구 백범로90길 34 구두수선대,37.53739929,126.9689255,백범로90길,문배동
233,효창 푸르지오 앞,용산구,서울특별시 용산구 백범로 260 효창파크 푸르지오,37.54047775,126.9581146,백범로43길,효창동
234,청암자이APT(103동),용산구,서울특별시 용산구 삼개로 60 천년명가 청암자이,37.53452682,126.9471817,원효로,청암동
235,용산역 맞은편,용산구,서울특별시 용산구 한강로2가 409-2,37.52856827,126.9656906,한강대로23길,한강로2가
236,HID 유족동지회 앞,용산구,서울특별시 용산구 이태원로 287 6호선 한강진역,37.53872681,127.0015488,이태원로,한남동
237,이촌역5번출구 앞,용산구,서울특별시 용산구 서빙고로 83 4호선 이촌역,37.52272415,126.9727707,이촌로65가길,용산동5가
238, 현대 안성타워,용산구,서울특별시 용산구 이태원로 261-1 구두수선대,37.53502274,126.9980545,이태원로,한남동
239,녹사평역3번 출구,용산구,서울특별시 용산구 용산동4가 10-4,37.53440857,126.9868927,녹사평대로40가길,용산동4가
240,남산공원 야외식물원 앞,용산구,서울특별시 용산구 이태원동 259-16,37.54188538,126.9958649,소월로,이태원동
241,LG한강 자이아파트 앞,용산구,서울특별시 용산구 이촌동 429,37.52074814,126.9708252,이촌로65길,이촌동
242,이촌역2번 출구,용산구,서울특별시 용산구 용산동5가 17,37.52177048,126.977005,이촌로81길,용산동5가
243,순천향대학병원(한남오거리),용산구,서울특별시 용산구 한남동 704-11,37.53514099,127.0060043,대사관로31길,한남동
244,하얏트호텔 앞,용산구,서울특별시 용산구 한남동 산10-138,37.54079437,126.9978485,회나무로42길,한남동
245,브라운스톤 남산아파트,용산구,서울특별시 용산구 후암로 65 브라운스톤 남산아파트,37.551548,126.9768601,후암로,후암동
246,서빙고역 광장(1번출구),용산구,서울특별시 용산구 서빙고동 241-37,37.51990891,126.9892349,서빙고로62길,서빙고동
247,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.51729584,126.9591446,양녕로,이촌동
248,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.51731873,126.9582977,양녕로,이촌동
249, 숙명여대앞 버스정류소 주변,용산구,서울특별시 용산구 청파로47길 99,37.54498672,126.9643021,청파로47다길,청파동2가
250, 한강GS에클라트 건너편 교통섬,용산구,서울특별시 용산구 원효로4가 113-54,37.53200531,126.9555588,원효로,원효로4가
251, 원효로다목적체육관 앞,용산구,서울특별시 용산구 원효로3가 54-14,37.5332222,126.9572372,원효로,원효로3가
252," 노들섬 다목적홀(동쪽) 숲, 앞",용산구,서울특별시 용산구 이촌동 303-15,37.51758957,126.9592209,양녕로,이촌동
253, 국립중앙박물관 -용산가족공원 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52087784,126.9797134,이촌로87길,용산동6가
254, 국립중앙박물관 정문 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52145767,126.9776764,이촌로81길,용산동6가
255, 파크타워 104동 앞,용산구,서울특별시 용산구 서빙고로 69 파크타워아파트,37.52330017,126.9720612,이촌로65가길,용산동5가
256, 한남나인원 105동 앞,용산구,서울특별시 용산구 한남대로 91,37.53591919,127.0054169,대사관로31길,한남동
257, 국제루터교회 앞,용산구,서울특별시 용산구 한남대로 148,37.54143906,127.0037613,한남대로,한남동
258, 한남 준 JFSS 앞,용산구,서울특별시 용산구 이태원로 255,37.53749847,127.0008469,이태원로55길,한남동
259, 서울갤러리아 앞,용산구,서울특별시 용산구 이태원로 239,37.53599548,126.9994888,이태원로,한남동
260, 크라운호텔앞 버스정류소,용산구,서울특별시 용산구 녹사평대로 140,37.53030014,126.9913788,녹사평대로26길,이태원동
261, 신용산지하차도 앞,용산구,서울특별시 용산구 한강로3가 6,37.53248215,126.964119,청파로20길,한강로3가
262, 동원베네스트 건너편,용산구,서울특별시 용산구 한강로3가 37-2,37.52761078,126.9551163,이촌로14길,한강로3가
263, 풍전아파트 건너편,용산구,서울특별시 용산구 원효로4가 114-38,37.53237915,126.9525299,원효로,원효로4가
264, 한강트럼프월드3차 앞,용산구,서울특별시 용산구 한강대로 26,37.52301788,126.96241,한강대로7길,한강로3가
265, 삼각지역 14번 출구 앞(교통섬),용산구,서울특별시 용산구 이태원로 6,37.53528595,126.974083,한강대로62가길,한강로1가
266, 남산도서관 앞,용산구,서울특별시 용산구 소월로 109 남산도서관,37.55240631,126.9820175,두텁바위로,후암동
267, 한강중학교 앞 버스정류장,용산구,서울특별시 용산구 녹사평대로73,37.5251503,126.9920883,서빙고로,동빙고동
268, 라인프랜즈이태원점 앞,용산구,서울특별시 용산구 이태원로 177 6호선 이태원역,37.53453064,126.9961929,우사단로10가길,이태원동
269, 용산공원갤러리앞,용산구,서울특별시 용산구 한강로1가 1-1,37.5393219,126.9731903,한강대로72길,한강로1가
270, 효창공원앞역 5번출구 옆,용산구,서울특별시 용산구 용문동 5-47,37.53851318,126.9635544,원효로71길,용문동
271, 한강초교보도육교 앞,용산구,서울특별시 용산구 한강대로 52-1,37.52544022,126.9645996,한강대로15길,한강로3가
272, 용산 푸르지오 파크타운 1단지 앞,용산구,서울특별시 용산구 용산구 동빙고동 315,37.52529526,126.9958344,서빙고로91나길,동빙고동
273, 센트럴파크타워 앞,용산구,서울특별시 용산구 한강로2가 220-4,37.52703476,126.9661789,서빙고로3길,한강로2가
274, 이태원역 3번 출구,용산구,서울특별시 용산구 이태원로 186 국민은행,37.53440094,126.9946671,이태원로,이태원동
275, 용산구꿈나무종합타운 앞,용산구,서울특별시 용산구 원효로2가 1-73,37.53786087,126.9656525,원효로,원효로2가
276, 용산시티파크 101동 앞,용산구,서울특별시 용산구 한강로3가 64,37.52468109,126.9681931,서빙고로20길,한강로3가
277, 청파동삼거리 앞,용산구,서울특별시 용산구 청파로 312,37.54733658,126.9703827,청파로,청파동1가
278, 동빙고근린공원,용산구,서울특별시 용산구 용산동6가 69-170,37.51794052,126.9837036,이촌로,용산동6가
279, 원효로2가 교차로,용산구,서울특별시 용산구 원효로53길 4,37.53577805,126.9622116,원효로,원효로2가
280, 아메리칸센터,용산구,서울특별시 용산구 이태원로 59,37.54039001,126.9734955,한강대로72길,용산동1가
281, 용산더프라임아파트 101동 앞,용산구,서울특별시 용산구 문배동 44,37.53930283,126.9705048,원효로90길,문배동
282, 응봉역 1번출구,성동구,서울특별시 성동구 고산자로 123 응봉동 3-10,37.55125046,127.0351028,고산자로2길,응봉동
283, 상왕십리역 1번출구,성동구,서울특별시 성동구 하왕십리동 860-1 상왕십리역 1번출구,37.56460953,127.0291977,왕십리로,홍익동
284, 왕십리교회옆,성동구,서울특별시 성동구 상왕십리동 350-1 왕십리교회옆,37.56626129,127.0236969,난계로,상왕십리동
285, 서울숲 관리사무소,성동구,서울특별시 성동구 성수동1가 678-1 서울숲 관리사무소,37.54281616,127.0420837,왕십리로,성수동1가
286, 금호스포츠센터앞,성동구,서울특별시 성동구 금호로 30 독서당 인문아카데미센터,37.54608917,127.0250702,금호로3길,금호동4가
287, 왕십리 자이아파트,성동구,서울특별시 성동구 난계로 100 왕십리 자이아파트 103동 인근,37.56179047,127.0243912,난계로,신당동
288, 왕십리자이아파트 후문(삼거리),성동구,서울특별시 성동구 무학봉길 35 왕십리자이아파트 후문(삼거리),37.56014633,127.0263596,무학봉길,하왕십리동
289, 논골사거리(금호도서관 입구),성동구,서울특별시 성동구 난계로 20 논골사거리(금호도서관 입구),37.55477905,127.0248413,난계로,금호동1가
290, 왕십리KCC스위첸아파트,성동구,서울특별시 성동구 무학봉길 35 왕십리KCC스위첸아파트,37.56068039,127.0267792,무학봉길,하왕십리동
291, 서울숲 IT캐슬,성동구,서울특별시 성동구 광나루로 130 서울숲 IT캐슬,37.55089188,127.0447617,왕십리로16가길,성수동1가
292, 금호 어울림 아파트 앞,성동구,서울특별시 성동구 광나루로 249 송정금호어울림 아파트 앞,37.54906082,127.0577927,광나루로,송정동
293, 성수아카데미타워 앞,성동구,서울특별시 성동구 성수이로 118 라성아카데미타워 앞,37.54516602,127.0575104,아차산로9길,성수동2가
294, 이마트 버스정류소 옆,성동구,서울특별시 성동구 뚝섬로 379 이마트 버스정류소 옆,37.53965378,127.0525894,성덕정11길,성수동2가
295, 서울숲 남문 버스정류소 옆,성동구,서울특별시 성동구 왕십리로11길 9 서울숲남문 버스정류소 옆,37.54122162,127.0438004,뚝섬로,성수동1가
296, 서울숲역 5번 출구 옆,성동구,서울특별시 성동구 왕십리로 지하77 서울숲역 4번 출구 옆,37.54458237,127.0446091,왕십리로,성수동1가
297, 뚝섬역 1번 출구 옆,성동구,서울특별시 성동구 아차산로 18 뚝섬역 1번 출구 옆,37.5485611,127.0450058,아차산로,성수동1가
298, 뚝섬역 5번 출구 정류소 옆,성동구,서울특별시 성동구 아차산로 18 뚝섬역 5번 출구 정류소 옆,37.54630661,127.0498047,상원2길,성수동1가
299, 성수사거리 버스정류장 앞,성동구,서울특별시 성동구 아차산로 171 성수사거리 버스정류장 앞,37.54257965,127.0633087,아차산로17길,성수동2가
300, 청계천 박물관 앞,성동구,서울특별시 성동구 마장동 610 청계천 박물관 앞,37.57152557,127.0353546,청계천로,마장동
301, 양지사거리,성동구,서울특별시 성동구 홍익동 590 양지사거리,37.56699371,127.0299149,무학로,홍익동
302, 상왕십리역 4번 출구 앞,성동구,서울특별시 성동구 하왕십리동 960-3 상왕십리역 4번 출구 앞,37.56385803,127.0303192,왕십리로,하왕십리동
303, 왕십리역 11번 출구 앞,성동구,서울특별시 성동구 행당동 188-9 왕십리역 11번 출구 앞,37.56144714,127.0349197,왕십리로21가길,행당동
304, 금호역 1번출구 앞,성동구,서울특별시 성동구 금호동3가 1575-3 금호역 1번출구 앞,37.5486412,127.0164261,동호로4길,금호동3가
305, 옥수동성당 옆,성동구,서울특별시 성동구 옥수동 산5-148 옥수동성당 옆,37.54366302,127.014061,한림말3길,옥수동
